•ÈÀCategory,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total
a,American History Books,Local and Regional,The Place of Stone,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Ford Century in Minnesota,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Headlights on the Prairie,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Building the Black Metropolis,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Disowning Slavery,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Where the River Burned,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Voices of Rondo,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Slovenes in Michigan,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Great Lakes at Ten Miles an Hour,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Miles Lord,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Atlas of Nebraska,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Sustaining Lake Superior,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Got to Be Something Here,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"A Setting For Excellence, Part II",,0.5,b,,,,0.5
a,American History Books,Local and Regional,Making an Antislavery Nation,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Archibald Motley Jr. and Racial Reinvention,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Great Water,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Flames of Discontent,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Publisher for the Masses, Emanuel Haldeman-Julius",,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Trans-Mississippi and International Expositions of 1898–1899,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Our Beloved Kin,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Great Plains Literature,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Indianapolis Union and Belt Railroads,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Golden Age of Indiana High School Basketball,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Murders that Made Headlines,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Trans-Appalachian Frontier, Third Edition",,0.5,b,,,,0.5
a,American History Books,Local and Regional,Hauntings of the Underground Railroad,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Horror in the Heartland,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Woman Suffrage and Citizenship in the Midwest, 1870-1920",,0.5,b,,,,0.5
a,American History Books,Local and Regional,One Day in May,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Built to Move Millions,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Class Divide,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Building the City of Spectacle,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Origins of Right to Work,,0.5,b,,,,0.5
a,American History Books,Local and Regional,If We Can Win Here,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Prairie Winnows Out Its Own,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Zig-Zag-and-Swirl,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Fight for the Soul of Public Education,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Continuing Presence of Walt Whitman,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Literary History of Iowa,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Damned Iowa Greyhound,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Irma,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Emerald Horizon,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Iowa's Forgotten General,,0.5,b,,,,0.5
a,American History Books,Local and Regional,This Vast Book of Nature,,0.5,b,,,,0.5
a,American History Books,Local and Regional,From Blue Mills to Columbia,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Iowa,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Exploring Buried Buxton,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The WPA Guide to 1930s Iowa,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Biographical Dictionary of Iowa,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Frontier Forts of Iowa,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Main Street Public Library,,0.5,b,,,,0.5
a,American History Books,Local and Regional,On Behalf of the Family Farm,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Dictionary of Iowa Place-Names,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The University of Iowa Guide to Campus Architecture,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Iowa History Reader,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Duffy's Iowa Caucus Cartoons,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Jefferson Highway,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Carnival in the Countryside,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Store Almost in Sight,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Gentlemen on the Prairie,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Esther's Town,,0.5,b,,,,0.5
a,American History Books,Local and Regional,From Six-on-Six to Full Court Press,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Iowa Past to Present,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Sacred Cause of Union,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Invisible Hawkeyes,,0.5,b,,,,0.5
a,American History Books,Local and Regional,From Warm Center to Ragged Edge,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Buxton,,0.5,b,,,,0.5
a,American History Books,Local and Regional,An Iowa Schoolma’am,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Peculiar People,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Best Specimen of a Tyrant,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Lost Region,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Pella Dutch,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Love amid the Turmoil,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Dubuque's Forgotten Cemetery,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Archaeological Guide to Iowa,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Necessary Courage,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Prairie City, Iowa",,0.5,b,,,,0.5
a,American History Books,Local and Regional,Others Had It Worse,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Elevations,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Refining Nature,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Shifting Loyalties,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Covered with Glory,,0.5,b,,,,0.5
a,American History Books,Local and Regional,William Alexander Percy,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Declarations of Dependence,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Body in the Reservoir,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Psychology and Selfhood in the Segregated South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Creek Paths and Federal Roads,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Grassroots Garveyism,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Motives of Honor, Pleasure, and Profit",,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Weight of Their Votes,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Grimké Sisters from South Carolina,,0.5,b,,,,0.5
a,American History Books,Local and Regional,An African Republic,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Doctoring Freedom,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Crossroads at Clarksdale,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Long Shadow of the Civil War,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Terror in the Heart of Freedom,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Brown's Battleground,,0.5,b,,,,0.5
a,American History Books,Local and Regional,From Chicaza to Chickasaw,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Sweet Tea,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Way Up North in Louisville,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Down Home,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Ducktown Smoke,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Dixie Dharma,,0.5,b,,,,0.5
a,American History Books,Local and Regional,To Right These Wrongs,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Latino Migration Experience in North Carolina,,0.5,b,,,,0.5
a,American History Books,Local and Regional,North Carolinians in the Era of the Civil War and Reconstruction,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Plain Folk's Fight,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Lynching and Spectacle,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Separate and Unequal,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Indians’ New World,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Creating a Confederate Kentucky,,0.5,b,,,,0.5
a,American History Books,Local and Regional,North Carolina in the Connected Age,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Way Forward,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Buoyancy on the Bayou,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Senator and the Sharecropper,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Paths Out of Dixie,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Stretched Thin,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Iron and Steel,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Forging Freedom,,0.5,b,,,,0.5
a,American History Books,Local and Regional,ACC Basketball,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Battling the Plantation Mentality,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Scarlett's Sisters,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Oregon and the Collapse of Illahee,,0.5,b,,,,0.5
a,American History Books,Local and Regional,North Carolina and the Problem of AIDS,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Elizabeth and Hazel,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Routes of War,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Land Was Ours,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Combating Mountaintop Removal,,0.5,b,,,,0.5
a,American History Books,Local and Regional,High Mountains Rising,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Past Is Not Dead,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Coming Home to Mississippi,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Rethinking the Irish in the American South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,We Shall Not Be Moved,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Second Line Rescue,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Accidental City,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Madeline McDowell Breckinridge and the Battle for a New South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Cultivating Race,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Tales from Kentucky One-Room School Teachers,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Thunder of Freedom,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Bluecoats and Tar Heels,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Bluegrass Renaissance,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Voices from the Peace Corps,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Cecelia and Fanny,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Battle Rages Higher,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Family Legacy of Henry Clay,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Tales from Kentucky Funeral Homes,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Moonshiners and Prohibitionists,,0.5,b,,,,0.5
a,American History Books,Local and Regional,How Kentucky Became Southern,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Southern Farmers and Their Stories,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Politics and Religion in the White South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Helen Matthews Lewis,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Freedom on the Border,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Tales from Kentucky Sheriffs,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Achievement of Wendell Berry,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Uneven Ground,,0.5,b,,,,0.5
a,American History Books,Local and Regional,George Keats of Kentucky,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Taking the Town,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Trapped!,,0.5,b,,,,0.5
a,American History Books,Local and Regional,History Teaches Us to Hope,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Kentucky's Frontier Highway,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Henry Watterson and the New South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,This is Home Now,,0.5,b,,,,0.5
a,American History Books,Local and Regional,How We Talked and Common Folks,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Healing Kentucky,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Civil Rights in the Gateway to the South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Social History of Bourbon,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Virginia at War, 1863",,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Virginia at War, 1862",,0.5,b,,,,0.5
a,American History Books,Local and Regional,The New Southern University,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Sister States, Enemy States",,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Kentucky Thoroughbred,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Talking Appalachian,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Tour of Reconstruction,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Kentucky Bourbon,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Kentucky Lawyer,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Confronting Ecological Crisis in Appalachia and the South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Entangled by White Supremacy,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A History of Education in Kentucky,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Few Honest Words,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Reformers to Radicals,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Kentucky Folktales,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Concise History of Kentucky,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Crawfish Bottom,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Race, War, and Remembrance in the Appalachian South",,0.5,b,,,,0.5
a,American History Books,Local and Regional,Murder and Madness,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Coat of Many Colors,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Kentucky Rising,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Appalachian Health and Well-Being,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Reconstructing Appalachia,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Blood in the Hills,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Virginia at War, 1861",,0.5,b,,,,0.5
a,American History Books,Local and Regional,Short of the Glory,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Lessons in Likeness,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Berea College,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Southern Crossroads,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Tales from Kentucky Lawyers,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Virginia at War, 1865",,0.5,b,,,,0.5
a,American History Books,Local and Regional,Something's Rising,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Southern Political Party Activists,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"The Mississippi Territory and the Southwest Frontier, 1795-1817",,0.5,b,,,,0.5
a,American History Books,Local and Regional,Becoming Bourgeois,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Operation Pretense,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Britain and the American South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Mayor Crump Don't Like It,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Inherit the Land,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Madame Vieux CarrÃ©,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Slavery and Frontier Mississippi, 1720-1835",,0.5,b,,,,0.5
a,American History Books,Local and Regional,Leander Perez,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Natchez District and the American Revolution,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Weapons of Mississippi,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Slavery and the American South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Measure of Our Days,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Lost Plantations of the South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,You Must Be from the North,,0.5,b,,,,0.5
a,American History Books,Local and Regional,La Salle and His Legacy,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Christmas Memories from Mississippi,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Hardest Deal of All,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Trumpet around the Corner,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Resorting to Casinos,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Lost Plantation,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Garden District of New Orleans,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Egg Bowl,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Pursuit of a Dream,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Native American Place Names in Mississippi,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Louisiana Governors,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Lost Churches of Mississippi,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Time to Speak,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Maroon and White,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Contemporary Southern Identity,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Season of Night,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Mississippi,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Witness to Reconstruction,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Writing Women’s History,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The University of Mississippi,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Mississippi State Sovereignty Commission,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Golden Days,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Looking Back Mississippi,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Poco Field,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Ghost of the Ozarks,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Louisiana Creole Literature,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Civil Rights Movement in Mississippi,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Power, Greed, and Hubris",,0.5,b,,,,0.5
a,American History Books,Local and Regional,William F. Winter and the New Mississippi,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Hydrocarbon Hucksters,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Snail Darter and the Dam,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Burley,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Spirits of Just Men,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Historic Kentucky Kitchen,,0.5,b,,,,0.5
a,American History Books,Local and Regional,South Carolina Women,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Rise and Decline of the Redneck Riviera,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Atlanta and Environs,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Cornerstones of Georgia History,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Tennessee Women,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Atlanta and Environs,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Atlanta and Environs,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Georgia Women,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Georgia Odyssey,,0.5,b,,,,0.5
a,American History Books,Local and Regional,From Mounds to Megachurches,,0.5,b,,,,0.5
a,American History Books,Local and Regional,South Carolina Women,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Where There Are Mountains,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Civil War in Georgia,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Bloody Breathitt,,0.5,b,,,,0.5
a,American History Books,Local and Regional,In Peace and Freedom,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Through the Arch,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Dunning School,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The U.S. South and Europe,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Radical Middle Class,,0.5,b,,,,0.5
a,American History Books,Local and Regional,De Bow's Review,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Making of a Southern Democracy,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The New Encyclopedia of Southern Culture,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The New Encyclopedia of Southern Culture,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The New Encyclopedia of Southern Culture,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The New Encyclopedia of Southern Culture,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Improbable Era,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Livestock Brands and Marks,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The New Encyclopedia of Southern Culture,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The New Encyclopedia of Southern Culture,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Slender Is The Thread,,0.5,b,,,,0.5
a,American History Books,Local and Regional,River of Hope,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Changing Wind,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Subverting Exclusion,,0.5,b,,,,0.5
a,American History Books,Local and Regional,North Carolina Women,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Carolina Cradle,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The New Encyclopedia of Southern Culture,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The New Encyclopedia of Southern Culture,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The New Encyclopedia of Southern Culture,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The New Encyclopedia of Southern Culture,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Subduing Satan,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Framing Chief Leschi,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Trouble in Goshen,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Kentucky's Cookbook Heritage,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Between Slavery and Capitalism,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Backwater Blues,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Madam Belle,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Flowering of the Cumberland,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Seedtime on the Cumberland,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Transforming New Orleans & Its Environs,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Hidden History,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Ladies and Gentlemen on Display,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Grandees of Government,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Answer at Once,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Never Ask Permission,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Rot, Riot, and Rebellion",,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Yankee Town, Southern City",,0.5,b,,,,0.5
a,American History Books,Local and Regional,From Congregation Town to Industrial City,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Political Career of W. Kerr Scott,,0.5,b,,,,0.5
a,American History Books,Local and Regional,A Tale of Two Plantations,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Little Kingdoms,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Wheel of Servitude,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Coal In Appalachia,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Women in Kentucky,,0.5,b,,,,0.5
a,American History Books,Local and Regional,South from Hell-fer-Sartin,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Rusties and Riddles and Gee-Haw Whimmy-Diddles,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Civilization of the Old South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Breckinridges of Kentucky,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Clays of Alabama,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Two Paths to The New South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Heroes and Horses,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Roots of Appalachian Christianity,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Shawnee,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Old Burnside,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Greening of the South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"Joseph Jones, M.D.",,0.5,b,,,,0.5
a,American History Books,Local and Regional,Thirteen Women Strong,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Kentuckians in Gray,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Negro's Image in the South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Law and Society in the South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Play of a Fiddle,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Luke Pryor Blackburn,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Prologue to Democracy,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Faces of Kentucky,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Life and Death of the Solid South,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Cotton Fields No More,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Common Whites,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Southern Strategy Revisited,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Gettin' Some Age on Me,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Democracy Rising,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Tobacco and Kentucky,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Kentucky's Governors,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Texas Divided,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Smoky Mountain Voices,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Harvest and the Reapers,,0.5,b,,,,0.5
a,American History Books,Local and Regional,"The Public Papers of Governor Martha Layne Collins, 1983-1987",,0.5,b,,,,0.5
a,American History Books,Local and Regional,Laura Clay and the Woman's Rights Movement,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Income and Employment in the Southeast,,0.5,b,,,,0.5
a,American History Books,Local and Regional,William Goebel,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Kentucky in the Reconstruction Era,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Politics of Despair,,0.5,b,,,,0.5
a,American History Books,Local and Regional,Masters and Slaves in the House of the Lord,,0.5,b,,,,0.5
a,American History Books,Local and Regional,The Lost State of Franklin,,0.5,b,,,,0.5
